YEAR,MONTH,CITYNAME,CODMUNNASC,DTNASC
2018,1,Dracena,351440,50
2018,1,Guaãra,351740,26
2018,1,Jales,352480,76
2018,1,Santa Isabel,354680,59
2018,1,Santos,354850,900
2018,1,São Caetano do Sul,354880,160
2018,1,São Josã do Rio Preto,354980,830
2018,1,São Paulo,355030,16530
2018,2,Andradina,350210,78
2018,2,Araãatuba,350280,272
2018,2,Barueri,350570,489
2018,2,Dracena,351440,34
2018,2,Guaãra,351740,29
2018,2,Jales,352480,90
2018,2,Santa Isabel,354680,67
2018,2,Santos,354850,898
2018,2,São Caetano do Sul,354880,141
2018,2,São Josã do Rio Preto,354980,770
2018,2,São Paulo,355030,15318
2018,3,Andradina,350210,83
2018,3,Araãatuba,350280,272
2018,3,Barueri,350570,539
2018,3,Dracena,351440,46
2018,3,Guaãra,351740,40
2018,3,Jales,352480,98
2018,3,Santa Isabel,354680,73
2018,3,Santos,354850,974
2018,3,São Caetano do Sul,354880,166
2018,3,São Josã do Rio Preto,354980,968
2018,3,São Paulo,355030,17092
2018,4,Andradina,350210,113
2018,4,Araãatuba,350280,250
2018,4,Barueri,350570,520
2018,4,Dracena,351440,45
2018,4,Guaãra,351740,32
2018,4,Jales,352480,110
2018,4,Santa Isabel,354680,80
2018,4,Santos,354850,992
2018,4,São Caetano do Sul,354880,147
2018,4,São Josã do Rio Preto,354980,953
2018,4,São Paulo,355030,16106
2018,5,Andradina,350210,107
2018,5,Araãatuba,350280,257
2018,5,Barueri,350570,571
2018,5,Dracena,351440,53
2018,5,Guaãra,351740,42
2018,5,Jales,352480,105
2018,5,Santa Isabel,354680,77
2018,5,Santos,354850,1032
2018,5,São Caetano do Sul,354880,162
2018,5,São Josã do Rio Preto,354980,862
2018,5,São Paulo,355030,16913
2018,6,Andradina,350210,81
2018,6,Araãatuba,350280,231
2018,6,Barueri,350570,486
2018,6,Dracena,351440,36
2018,6,Guaãra,351740,43
2018,6,Jales,352480,78
2018,6,Santa Isabel,354680,57
2018,6,Santos,354850,867
2018,6,São Caetano do Sul,354880,139
2018,6,São Josã do Rio Preto,354980,812
2018,6,São Paulo,355030,15213
2018,7,Andradina,350210,76
2018,7,Araãatuba,350280,224
2018,7,Barueri,350570,433
2018,7,Dracena,351440,40
2018,7,Guaãra,351740,40
2018,7,Jales,352480,89
2018,7,Santa Isabel,354680,60
2018,7,Santos,354850,849
2018,7,São Caetano do Sul,354880,147
2018,7,São Josã do Rio Preto,354980,915
2018,7,São Paulo,355030,15158
2018,8,Andradina,350210,85
2018,8,Araãatuba,350280,231
2018,8,Barueri,350570,463
2018,8,Dracena,351440,41
2018,8,Guaãra,351740,41
2018,8,Jales,352480,77
2018,8,Santa Isabel,354680,52
2018,8,Santos,354850,916
2018,8,São Caetano do Sul,354880,147
2018,8,São Josã do Rio Preto,354980,817
2018,8,São Paulo,355030,15030
2018,9,Andradina,350210,84
2018,9,Araãatuba,350280,203
2018,9,Barueri,350570,460
2018,9,Dracena,351440,50
2018,9,Guaãra,351740,28
2018,9,Jales,352480,74
2018,9,Santa Isabel,354680,60
2018,9,Santos,354850,834
2018,9,São Caetano do Sul,354880,156
2018,9,São Josã do Rio Preto,354980,815
2018,9,São Paulo,355030,14704
2018,10,Andradina,350210,66
2018,10,Araãatuba,350280,218
2018,10,Barueri,350570,443
2018,10,Dracena,351440,44
2018,10,Guaãra,351740,33
2018,10,Jales,352480,68
2018,10,Santa Isabel,354680,59
2018,10,Santos,354850,823
2018,10,São Caetano do Sul,354880,163
2018,10,São Josã do Rio Preto,354980,771
2018,10,São Paulo,355030,14325
2018,11,Andradina,350210,73
2018,11,Araãatuba,350280,207
2018,11,Barueri,350570,422
2018,11,Dracena,351440,48
2018,11,Guaãra,351740,27
2018,11,Jales,352480,77
2018,11,Santa Isabel,354680,44
2018,11,Santos,354850,764
2018,11,São Caetano do Sul,354880,155
2018,11,São Josã do Rio Preto,354980,752
2018,11,São Paulo,355030,14014
2018,12,Andradina,350210,76
2018,12,Araãatuba,350280,238
2018,12,Barueri,350570,459
2018,12,Dracena,351440,48
2018,12,Guaãra,351740,25
2018,12,Jales,352480,69
2018,12,Santa Isabel,354680,62
2018,12,Santos,354850,723
2018,12,São Caetano do Sul,354880,148
2018,12,São Josã do Rio Preto,354980,773
2018,12,São Paulo,355030,14311
2019,1,Andradina,350210,95
2019,1,Araãatuba,350280,266
2019,1,Barueri,350570,467
2019,1,Dracena,351440,35
2019,1,Guaãra,351740,50
2019,1,Jales,352480,89
2019,1,Santa Isabel,354680,63
2019,1,Santos,354850,851
2019,1,São Caetano do Sul,354880,179
2019,1,São Josã do Rio Preto,354980,885
2019,1,São Paulo,355030,15429
2019,2,Andradina,350210,107
2019,2,Araãatuba,350280,234
2019,2,Barueri,350570,489
2019,2,Dracena,351440,52
2019,2,Guaãra,351740,46
2019,2,Jales,352480,107
2019,2,Santa Isabel,354680,66
2019,2,Santos,354850,853
2019,2,São Caetano do Sul,354880,163
2019,2,São Josã do Rio Preto,354980,904
2019,2,São Paulo,355030,14614
2019,3,Andradina,350210,80
2019,3,Araãatuba,350280,295
2019,3,Barueri,350570,501
2019,3,Dracena,351440,58
2019,3,Guaãra,351740,33
2019,3,Jales,352480,106
2019,3,Santa Isabel,354680,64
2019,3,Santos,354850,900
2019,3,São Caetano do Sul,354880,182
2019,3,São Josã do Rio Preto,354980,976
2019,3,São Paulo,355030,16118
2019,4,Andradina,350210,88
2019,4,Araãatuba,350280,262
2019,4,Barueri,350570,464
2019,4,Dracena,351440,51
2019,4,Guaãra,351740,26
2019,4,Jales,352480,116
2019,4,Santa Isabel,354680,60
2019,4,Santos,354850,881
2019,4,São Caetano do Sul,354880,166
2019,4,São Josã do Rio Preto,354980,927
2019,4,São Paulo,355030,15326
2019,5,Andradina,350210,92
2019,5,Araãatuba,350280,247
2019,5,Barueri,350570,480
2019,5,Dracena,351440,61
2019,5,Guaãra,351740,51
2019,5,Jales,352480,108
2019,5,Santa Isabel,354680,55
2019,5,Santos,354850,985
2019,5,São Caetano do Sul,354880,154
2019,5,São Josã do Rio Preto,354980,925
2019,5,São Paulo,355030,16012
2019,6,Andradina,350210,73
2019,6,Araãatuba,350280,255
2019,6,Barueri,350570,503
2019,6,Dracena,351440,57
2019,6,Guaãra,351740,44
2019,6,Jales,352480,76
2019,6,Santa Isabel,354680,73
2019,6,Santos,354850,898
2019,6,São Caetano do Sul,354880,144
2019,6,São Josã do Rio Preto,354980,860
2019,6,São Paulo,355030,14621
2019,7,Andradina,350210,71
2019,7,Araãatuba,350280,220
2019,7,Barueri,350570,441
2019,7,Dracena,351440,39
2019,7,Guaãra,351740,27
2019,7,Jales,352480,93
2019,7,Santa Isabel,354680,56
2019,7,Santos,354850,936
2019,7,São Caetano do Sul,354880,154
2019,7,São Josã do Rio Preto,354980,778
2019,7,São Paulo,355030,14973
2019,8,Andradina,350210,66
2019,8,Araãatuba,350280,221
2019,8,Barueri,350570,441
2019,8,Dracena,351440,43
2019,8,Guaãra,351740,26
2019,8,Jales,352480,84
2019,8,Santa Isabel,354680,68
2019,8,Santos,354850,855
2019,8,São Caetano do Sul,354880,127
2019,8,São Josã do Rio Preto,354980,823
2019,8,São Paulo,355030,14870
2019,9,Andradina,350210,67
2019,9,Araãatuba,350280,208
2019,9,Barueri,350570,453
2019,9,Dracena,351440,41
2019,9,Guaãra,351740,35
2019,9,Jales,352480,83
2019,9,Santa Isabel,354680,50
2019,9,Santos,354850,820
2019,9,São Caetano do Sul,354880,160
2019,9,São Josã do Rio Preto,354980,740
2019,9,São Paulo,355030,14436
2019,10,Andradina,350210,69
2019,10,Araãatuba,350280,220
2019,10,Barueri,350570,391
2019,10,Dracena,351440,37
2019,10,Guaãra,351740,25
2019,10,Jales,352480,79
2019,10,Santa Isabel,354680,57
2019,10,Santos,354850,781
2019,10,São Caetano do Sul,354880,119
2019,10,São Josã do Rio Preto,354980,742
2019,10,São Paulo,355030,13555
2019,11,Andradina,350210,62
2019,11,Araãatuba,350280,235
2019,11,Barueri,350570,418
2019,11,Dracena,351440,35
2019,11,Guaãra,351740,35
2019,11,Jales,352480,62
2019,11,Santa Isabel,354680,53
2019,11,Santos,354850,715
2019,11,São Caetano do Sul,354880,126
2019,11,São Josã do Rio Preto,354980,738
2019,11,São Paulo,355030,13315
2019,12,Andradina,350210,57
2019,12,Araãatuba,350280,224
2019,12,Barueri,350570,417
2019,12,Dracena,351440,39
2019,12,Guaãra,351740,37
2019,12,Jales,352480,80
2019,12,Santa Isabel,354680,60
2019,12,Santos,354850,752
2019,12,São Caetano do Sul,354880,150
2019,12,São Josã do Rio Preto,354980,797
2019,12,São Paulo,355030,14063
